1	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
1	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 11:46:35.936	20190304
100002836934343937	0	0	0	0	1	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100003304849758468	0	0	0	0	0	1	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100004255240428079	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100004395262185382	0	0	0	1	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100000935239659072	0	0	6	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100002524693201119	0	0	0	0	0	1	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100005875243674124	0	0	2	0	4	0	0	0	0	0	1	-999	-999	2019-04-19 12:14:06.447	20190309
100006837949517823	0	0	0	1	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100008379950046192	0	0	0	2	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100009527350053755	0	0	0	1	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100010795227740379	2	0	0	1	0	0	0	0	2	0	0	2	2	2019-04-19 12:14:06.447	20190309
100013112607693634	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100016275234536512	1	0	0	0	0	0	0	0	1	0	0	5	8	2019-04-19 12:14:06.447	20190309
100017735299320846	3	0	0	0	0	0	1	2	0	0	0	3	4	2019-04-19 12:14:06.447	20190309
100037880114761392	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100038976153451419	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100041070257757529	0	0	0	1	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100041414644013061	0	0	1	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100043058716969970	3	2	0	0	0	0	0	2	3	0	0	2	3	2019-04-19 12:14:06.447	20190309
100044735218296279	2	1	0	1	1	1	0	2	1	0	0	2	2	2019-04-19 12:14:06.447	20190309
100048791061949223	1	1	0	1	1	2	0	1	0	1	0	2	2	2019-04-19 12:14:06.447	20190309
100048835218914104	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100051251570544942	2	0	0	0	0	0	2	0	0	0	0	3	4	2019-04-19 12:14:06.447	20190309
100053928847884804	0	0	1	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100053945234871969	4	0	0	0	0	0	3	1	0	0	0	3	4	2019-04-19 12:14:06.447	20190309
100055679523254260	0	0	0	2	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100056105240634129	0	0	1	1	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100056568403731495	0	0	0	1	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100057308812932748	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100057995624205795	0	0	0	1	2	1	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100058087537090003	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100060666324254827	0	0	0	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100063476602723930	0	0	1	0	0	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100064055790404416	0	0	0	0	2	0	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100064475217652594	0	0	0	0	0	3	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100065525214912178	0	0	0	0	0	1	0	0	0	0	0	-999	-999	2019-04-19 12:14:06.447	20190309
100066845240530475	2	2	0	0	0	1	2	0	0	2	0	2	3	2019-04-19 12:14:06.447	20190309
